,Source,Target,eType
600,98365,154986,0
601,98365,9358,0
602,98365,198319,0
603,98365,1289003,0
604,98365,1749549,0
605,98365,1796582,0
606,98365,2011374,0
607,98365,2286725,0
608,1966149,29710,0
609,1966149,48571,0
610,1966149,147880,0
611,1966149,167819,0
612,1966149,173341,0
613,1966149,691675,0
614,1966149,706267,0
615,1966149,716846,0
616,1966149,738322,0
617,1966149,739794,0
618,1966149,813620,0
619,1966149,993808,0
620,1966149,1575362,0
621,1966149,1630316,0
622,1966149,119810,0
623,1966149,2323487,0
624,1966149,52543,0
625,1966149,37902,0
626,1966149,71798,0
627,1966149,172793,0
628,1966149,182366,0
629,1966149,1606087,0
630,1966149,4353,0
631,1966149,149237,0
632,1966149,120598,0
633,1966149,249524,0
634,1966149,2407679,0
635,1966149,2422205,0
636,1966149,1229584,0
637,1966149,1230242,0
638,1966149,1703319,0
639,1966149,1747261,0
640,1966149,227254,0
641,1966149,623687,0
642,1966149,198395,0
643,1966149,1663199,0
644,1966149,2106974,0
645,1966149,1629114,0
646,98384,213512,0
647,98384,32104,0
648,98384,123301,0
649,98384,140027,0
650,98384,1324416,0
651,98384,117983,0
652,98384,89166,0
653,98384,112749,0
654,98384,190113,0
655,98384,90705,0
656,98384,9796,0
657,98384,163308,0
658,98384,118791,0
659,98384,80842,0
660,98384,153407,0
661,98384,1920426,0
662,98384,755065,0
663,98384,17428,0
664,98384,101464,0
665,98384,5583,0
666,98384,82111,0
667,98384,620362,0
668,98384,1167085,0
669,98384,1453444,0
670,98384,2297726,0
671,98384,2338563,0
672,196689,105429,0
673,196689,118579,0
674,196689,122959,0
675,196689,155555,0
676,196689,751094,0
677,196689,2277329,0
678,196689,1235920,0
679,196689,120888,0
680,196689,49224,0
681,196689,1604551,0
682,196689,846935,0
683,196689,1451416,0
684,196689,223428,0
685,196689,128883,0
686,196689,199461,0
687,196689,152857,0
688,196689,1338723,0
689,196689,895917,0
690,196689,1330013,0
691,196689,1629602,0
692,196689,1846923,0
693,196689,2173454,0
694,196689,2325045,0
695,196689,2385762,0
696,1540182,1855792,0
697,1540182,109121,0
698,1540182,210305,0
699,1540182,2317327,0
700,1540182,1943956,0
701,1540182,137616,0
702,1540182,1946534,0
703,1540182,1996308,0
704,1540182,142962,0
705,1540182,218466,0
706,1540182,2281925,0
707,1540182,617694,0
708,1540182,193346,0
709,1540182,183863,0
710,1540182,490216,0
711,1540182,1030889,0
712,1540182,2107378,0
713,1540182,550151,0
714,1540182,2441571,0
715,1540182,102022,0
716,1540182,1165624,0
717,1540182,2293435,0
718,1540182,2224642,0
719,1540182,76404,0
720,1507415,119810,0
721,393304,5583,0
722,393304,12309,0
723,393304,19211,0
724,393304,37561,0
725,393304,40029,0
726,393304,41360,0
727,393304,85330,0
728,393304,97162,0
729,393304,127325,0
730,393304,134402,0
731,393304,138316,0
732,393304,154303,0
733,393304,172041,0
734,393304,180298,0
735,393304,185651,0
736,393304,185916,0
737,393304,191703,0
738,393304,214975,0
739,393304,292953,0
740,393304,331700,0
741,393304,378947,0
742,393304,389478,0
743,393304,494708,0
744,393304,152857,0
745,393304,118791,0
746,393304,33705,0
747,393304,54550,0
748,393304,761441,0
749,393304,2279548,0
750,393304,457427,0
751,393304,130546,0
752,393304,471624,0
753,393304,142422,0
754,393304,9084,0
755,393304,44914,0
756,393304,1788274,0
757,393304,1538427,0
758,393304,1745625,0
759,393304,1938931,0
760,393304,1485251,0
761,393304,2083627,0
762,393304,979947,0
763,393304,1978890,0
764,393304,1929906,0
765,393304,1954512,0
766,393304,1930934,0
767,393304,839,0
768,393304,91688,0
769,393304,223428,0
770,393304,888727,0
771,393304,1012465,0
772,393304,1158452,0
773,393304,1288554,0
774,393304,1332945,0
775,393304,1337860,0
776,393304,1368111,0
777,393304,1487964,0
778,393304,1626137,0
779,393304,1644367,0
780,393304,1780298,0
781,393304,1811052,0
782,393304,1920227,0
783,393304,2150493,0
784,393304,2198082,0
785,393304,2273244,0
786,393304,2308747,0
787,2293856,1954200,0
788,2293856,19089,0
789,2293856,1011739,0
790,2293856,213512,0
791,2293856,2398909,0
792,458856,10548,0
793,458856,141564,0
794,458856,160910,0
795,458856,335291,0
796,458856,362951,0
797,458856,434979,0
798,458856,177495,0
799,458856,44462,0
800,458856,117107,0
801,458856,180005,0
802,458856,507883,0
803,458856,109121,0
804,458856,2202374,0
805,458856,1556868,0
806,458856,74261,0
807,458856,521909,0
808,458856,856227,0
809,458856,231487,0
810,1245288,998122,0
811,1245288,2168859,0
812,1245288,196093,0
813,1245288,179642,0
814,1245288,1013957,0
815,1245288,1630290,0
816,1245288,212946,0
817,1245288,471257,0
818,1245288,182270,0
819,1245288,2326145,0
820,1245288,1201089,0
821,1245288,2161648,0
822,1245288,658777,0
823,1245288,194705,0
824,1245288,101376,0
825,1245288,1686444,0
826,1245288,53867,0
827,1245288,1697883,0
828,1245288,1739719,0
829,819314,28036,0
830,819314,77274,0
831,819314,101111,0
832,819314,543538,0
833,819314,71495,0
834,819314,102240,0
835,819314,7554,0
836,819314,156367,0
837,819314,196583,0
838,819314,49370,0
839,819314,90705,0
840,819314,190275,0
841,819314,202694,0
842,819314,2287962,0
843,819314,1191797,0
844,819314,1011878,0
845,819314,180463,0
846,819314,2947,0
847,819314,5784,0
848,819314,757316,0
849,819314,23563,0
850,819314,2418087,0
851,819314,481556,0
852,819314,140995,0
853,819314,498968,0
854,819314,1685892,0
855,819314,2139492,0
856,819314,115999,0
857,819314,1121227,0
858,819314,121914,0
859,819314,36037,0
860,819314,191760,0
861,819314,138196,0
862,819314,48745,0
863,819314,74426,0
864,819314,2433154,0
865,819314,171995,0
866,819314,95121,0
867,819314,1458,0
868,819314,1846531,0
869,819314,2276776,0
870,884862,118361,0
871,884862,165042,0
872,884862,184876,0
873,884862,228866,0
874,884862,700895,0
875,884862,2039648,0
876,884862,1597741,0
877,884862,156993,0
878,884862,91264,0
879,884862,2336811,0
880,884862,1937842,0
881,884862,1209626,0
882,884862,200694,0
883,2392200,7992,0
884,2392200,200182,0
885,2392200,437260,0
886,2392200,464365,0
887,2392200,493052,0
888,2392200,505096,0
889,2392200,620305,0
890,2392200,699350,0
891,2392200,747503,0
892,2392200,889472,0
893,2392200,1097955,0
894,2392200,1128256,0
895,2392200,1230692,0
896,2392200,1237835,0
897,2392200,1277099,0
898,2392200,1357538,0
899,2392200,1513840,0
900,2392200,1518007,0
901,2392200,1545432,0
902,2392200,1856830,0
903,2392200,2025018,0
904,2392200,2050906,0
905,2392200,2293967,0
906,2392200,2299245,0
907,2392200,32104,0
908,2392200,84680,0
909,2392200,184694,0
910,2392200,1282938,0
911,2392200,935,0
912,2392200,76561,0
913,2392200,721554,0
914,2392200,1536972,0
915,2392200,530320,0
916,2392200,1678505,0
917,2392200,528319,0
918,2392200,1684,0
919,2392200,605888,0
920,2392200,2123633,0
921,2392200,706951,0
922,2392200,1598792,0
923,2392200,186848,0
924,2392200,1296979,0
925,2392200,17851,0
926,2392200,172872,0
927,2392200,1657912,0
928,2392200,1874216,0
929,2392200,95847,0
930,2392200,56986,0
931,1048715,541007,0
932,1048715,778844,0
933,1048715,778984,0
934,1048715,1412552,0
935,1048715,1205745,0
936,1048715,74338,0
937,1048715,171995,0
938,1048715,1458,0
939,1048715,2335419,0
940,1048715,2157062,0
941,1048715,1512038,0
942,1048715,1622378,0
943,1081484,31817,0
944,1081484,73315,0
945,1081484,118578,0
946,1081484,182270,0
947,1081484,183474,0
948,1081484,199165,0
949,1081484,615351,0
950,1081484,786423,0
951,1081484,814746,0
952,1081484,1222020,0
953,1081484,1658467,0
954,1081484,1246474,0
955,1081484,95200,0
956,1081484,20035,0
957,1081484,160098,0
958,1081484,14553,0
959,1081484,2052185,0
960,1081484,179642,0
961,1081484,2130085,0
962,1081484,190504,0
963,1081484,3363,0
964,1081484,102233,0
965,1081484,184759,0
966,1081484,1013957,0
967,1081484,2069806,0
968,1081484,1175675,0
969,1081484,1748397,0
970,1081484,1885269,0
971,1081484,1891372,0
972,1081484,2252962,0
973,65678,4059,0
974,65678,4590,0
975,65678,6330,0
976,65678,6780,0
977,65678,8247,0
978,65678,13755,0
979,65678,16110,0
980,65678,24936,0
981,65678,30618,0
982,65678,37085,0
983,65678,39262,0
984,65678,50522,0
985,65678,52204,0
986,65678,53255,0
987,65678,56621,0
988,65678,145308,0
989,65678,152232,0
990,65678,124360,0
991,65678,125321,0
992,65678,183304,0
993,65678,2221616,0
994,65678,2446948,0
995,65678,187940,0
996,65678,239542,0
997,65678,152727,0
998,65678,669248,0
999,65678,667346,0
1000,65678,186995,0
1001,65678,174133,0
1002,65678,2026082,0
1003,65678,90800,0
1004,65678,86229,0
1005,65678,190592,0
1006,65678,201529,0
1007,65678,102470,0
1008,65678,288614,0
1009,65678,67946,0
1010,65678,70081,0
1011,65678,73354,0
1012,65678,77814,0
1013,65678,117643,0
1014,65678,136914,0
1015,65678,154317,0
1016,65678,156367,0
1017,65678,158877,0
1018,65678,163194,0
1019,65678,167701,0
1020,65678,188008,0
1021,65678,188979,0
1022,65678,193766,0
1023,65678,251512,0
1024,65678,361902,0
1025,65678,883704,0
1026,65678,1026813,0
1027,65678,1037870,0
1028,65678,1041503,0
1029,65678,1172608,0
1030,65678,1290298,0
1031,65678,1323777,0
1032,65678,1395506,0
1033,65678,1403215,0
1034,65678,1464891,0
1035,65678,1492477,0
1036,65678,1558368,0
1037,65678,1592667,0
1038,65678,1602563,0
1039,65678,1618856,0
1040,65678,1703149,0
1041,65678,1959880,0
1042,65678,2177041,0
1043,65678,2212546,0
1044,65678,2306783,0
1045,65678,2368389,0
1046,557199,37902,0
1047,557199,39531,0
1048,557199,60837,0
1049,557199,176829,0
1050,557199,223607,0
1051,557199,251293,0
1052,557199,309232,0
1053,557199,314286,0
1054,557199,341550,0
1055,557199,368089,0
1056,557199,381103,0
1057,557199,524665,0
1058,557199,531961,0
1059,557199,2248023,0
1060,557199,97317,0
1061,557199,52543,0
1062,557199,1366618,0
1063,557199,979471,0
1064,557199,119810,0
1065,557199,1663199,0
1066,557199,2246013,0
1067,557199,75948,0
1068,557199,1325236,0
1069,557199,172793,0
1070,557199,227254,0
1071,557199,49388,0
1072,557199,56465,0
1073,557199,55539,0
1074,557199,54390,0
1075,557199,2252430,0
1076,557199,1062795,0
1077,557199,1077259,0
1078,557199,1467169,0
1079,557199,1550473,0
1080,557199,961205,0
1081,557199,1233642,0
1082,557199,662526,0
1083,557199,1729898,0
1084,557199,918381,0
1085,557199,1305272,0
1086,557199,1844466,0
1087,557199,724588,0
1088,557199,799260,0
1089,557199,2283535,0
1090,557199,2158272,0
1091,557199,1643697,0
1092,557199,574723,0
1093,557199,617601,0
1094,557199,918889,0
1095,557199,934266,0
1096,557199,952328,0
1097,557199,996522,0
1098,557199,1007148,0
1099,557199,1011136,0
1100,557199,1133603,0
1101,557199,1162806,0
1102,557199,1209982,0
1103,557199,1260885,0
1104,557199,1336465,0
1105,557199,1463893,0
1106,557199,1480569,0
1107,557199,1491805,0
1108,557199,1629602,0
1109,557199,1790438,0
1110,557199,1823846,0
1111,557199,1855947,0
1112,557199,2096773,0
1113,557199,2126503,0
1114,557199,2139156,0
1115,557199,2173454,0
1116,557199,2254062,0
1117,557199,2374061,0
1118,2162847,48745,0
1119,2162847,90705,0
1120,2162847,183668,0
1121,2162847,32445,0
1122,2162847,165010,0
1123,2162847,140995,0
1124,2162847,102204,0
1125,2162847,70078,0
1126,2162847,74426,0
1127,2162847,41501,0
1128,2162847,196583,0
1129,2162847,161702,0
1130,2162847,152068,0
1131,2162847,184063,0
1132,2162847,32104,0
1133,2162847,114631,0
1134,2162847,559684,0
1135,2162847,117107,0
1136,2162847,1112879,0
1137,2162847,26593,0
1138,2162847,906463,0
1139,2162847,45418,0
1140,2162847,87223,0
1141,2162847,193070,0
1142,2162847,8634,0
1143,2162847,1885399,0
1144,2162847,1907105,0
1145,2162847,1905972,0
1146,2162847,989515,0
1147,2162847,644271,0
1148,2162847,388358,0
1149,2162847,2344580,0
1150,2162847,2026082,0
1151,2162847,1385121,0
1152,2162847,67956,0
1153,98466,7671,0
1154,98466,14136,0
1155,98466,38572,0
1156,98466,41501,0
1157,98466,60413,0
1158,98466,60437,0
1159,98466,67956,0
1160,98466,84680,0
1161,98466,88095,0
1162,98466,95121,0
1163,98466,161702,0
1164,98466,221167,0
1165,98466,114631,0
1166,98466,184063,0
1167,98466,207123,0
1168,98466,1111748,0
1169,98466,1217416,0
1170,98466,177495,0
1171,98466,275540,0
1172,98466,116411,0
1173,98466,185848,0
1174,98466,22541,0
1175,98466,1389825,0
1176,98466,74338,0
1177,98466,180005,0
1178,98466,173648,0
1179,98466,2284757,0
1180,98466,135495,0
1181,98466,22035,0
1182,98466,115556,0
1183,98466,152857,0
1184,98466,2058700,0
1185,98466,865184,0
1186,98466,232497,0
1187,98466,550813,0
1188,98466,1376247,0
1189,98466,2286725,0
1190,98466,1168935,0
1191,98466,669699,0
1192,98466,965915,0
1193,98466,1643475,0
1194,98466,1208096,0
1195,98466,2196652,0
1196,98466,102174,0
1197,98466,2215431,0
1198,98466,492224,0
1199,98466,553265,0
1200,98466,592701,0
1201,98466,1024820,0
1202,98466,1161843,0
1203,98466,1165519,0
1204,98466,2115601,0
1205,98466,2333933,0
1206,98466,2410706,0
1207,2130085,10960,0
1208,2130085,73315,0
1209,2130085,75487,0
1210,2130085,118578,0
1211,2130085,158229,0
1212,2130085,179642,0
1213,2130085,183474,0
1214,2130085,190504,0
1215,2130085,206447,0
1216,2130085,470856,0
1217,2130085,471257,0
1218,2130085,584091,0
1219,2130085,875874,0
1220,2130085,1087878,0
1221,2130085,1201089,0
1222,2130085,1251610,0
1223,2130085,1284519,0
1224,2130085,1574766,0
1225,2130085,1686444,0
1226,2130085,1721527,0
1227,2130085,1729456,0
1228,2130085,1739719,0
1229,2130085,1936207,0
1230,2130085,1948139,0
1231,2130085,2018854,0
1232,2130085,2201307,0
1233,2130085,2161648,0
1234,2130085,32504,0
1235,2130085,164423,0
1236,2130085,182270,0
1237,2130085,1013957,0
1238,2130085,178753,0
1239,2130085,2124481,0
1240,2130085,1773651,0
1241,2130085,400720,0
1242,2130085,199165,0
1243,2130085,196093,0
1244,2130085,14553,0
1245,2130085,184759,0
1246,2130085,230388,0
1247,655534,105262,0
1248,655534,122176,0
1249,655534,214457,0
1250,655534,5452,0
1251,655534,745445,0
1252,655534,1357666,0
1253,655534,115548,0
1254,655534,40891,0
1255,655534,81401,0
1256,655534,185541,0
1257,655534,178800,0
1258,655534,561857,0
1259,655534,842279,0
1260,655534,1568169,0
1261,655534,115556,0
1262,655534,22854,0
1263,655534,2345120,0
1264,655534,745329,0
1265,655534,49370,0
1266,655534,11096,0
1267,655534,71801,0
1268,655534,71640,0
1269,655534,125491,0
1270,655534,132547,0
1271,655534,9571,0
1272,655534,166173,0
1273,655534,80286,0
1274,655534,1010768,0
1275,1015986,35948,0
1276,1015986,45763,0
1277,1015986,103161,0
1278,1015986,106763,0
1279,1015986,118578,0
1280,1015986,184759,0
1281,1015986,461269,0
1282,1015986,936513,0
1283,1015986,958461,0
1284,1015986,16558,0
1285,1015986,1264086,0
1286,1015986,142817,0
1287,1015986,182270,0
1288,1015986,865277,0
1289,1015986,183474,0
1290,1015986,1427648,0
1291,1015986,1582862,0
1292,1867975,119810,0
1293,2293967,7992,0
1294,2293967,42589,0
1295,2293967,98782,0
1296,2293967,116680,0
1297,2293967,178897,0
1298,2293967,184694,0
