,Source,Target,eType
482,6,440,0
483,6,458,0
484,6,544,0
485,6,58,0
486,6,845,0
487,6,685,0
488,6,418,0
489,6,194,0
490,6,426,0
491,6,141,0
492,6,21,0
493,6,79,0
494,6,63,0
495,6,587,0
496,6,181,0
497,6,337,0
498,6,296,0
499,6,377,0
500,6,89,0
501,6,57,0
502,6,486,0
503,6,56,0
504,6,149,0
505,6,169,0
506,6,128,0
507,6,299,0
508,6,3,0
509,6,346,0
510,6,204,0
511,6,571,0
512,6,563,0
513,6,272,0
514,6,389,0
515,6,738,0
516,6,880,0
517,6,949,0
518,6,193,0
519,6,252,0
520,6,275,0
521,6,211,0
522,6,285,0
523,6,552,0
524,6,126,0
525,6,232,0
526,6,562,0
527,6,59,0
528,6,859,0
529,6,921,0
530,6,0,0
531,6,316,0
532,6,994,0
533,6,168,0
534,6,323,0
535,6,1001,0
536,7,44,0
537,7,141,0
538,7,569,0
539,7,161,0
540,7,374,0
541,7,362,0
542,7,7,0
543,7,666,0
544,7,19,0
545,7,661,0
546,7,12,0
547,7,566,0
548,7,452,0
549,7,421,0
550,7,510,0
551,7,504,0
552,7,249,0
553,7,466,0
554,7,359,0
555,7,499,0
556,7,707,0
557,7,700,0
558,7,332,0
559,7,406,0
560,7,365,0
561,7,546,0
562,7,451,0
563,7,11,0
564,7,360,0
565,7,213,0
566,7,525,0
567,7,5,0
568,7,8,0
569,7,672,0
570,7,358,0
571,7,407,0
572,7,498,0
573,7,112,0
574,7,573,0
575,7,570,0
576,7,86,0
577,7,511,0
578,7,608,0
579,7,430,0
580,7,555,0
581,7,823,0
582,7,247,0
583,7,264,0
584,7,856,0
585,7,62,0
586,7,500,0
587,7,502,0
588,7,506,0
589,7,246,0
590,7,537,0
591,7,754,0
592,7,529,0
593,7,222,0
594,7,324,0
595,7,913,0
596,7,833,0
597,7,720,0
598,7,956,0
599,7,922,0
600,7,765,0
601,7,420,0
602,7,212,0
603,8,9,0
604,8,566,0
605,8,672,0
606,8,510,0
607,8,358,0
608,8,8,0
609,8,573,0
610,8,44,0
611,8,569,0
612,8,12,0
613,8,570,0
614,8,498,0
615,8,499,0
616,8,504,0
617,8,441,0
618,8,7,0
619,8,525,0
620,8,11,0
621,8,141,0
622,8,856,0
623,8,86,0
624,8,466,0
625,8,823,0
626,8,661,0
627,8,160,0
628,8,950,0
629,8,213,0
630,8,301,0
631,9,19,0
632,9,421,0
633,9,8,0
634,9,452,0
635,9,506,0
636,9,44,0
637,9,529,0
638,9,573,0
639,9,9,0
640,9,569,0
641,9,754,0
642,9,359,0
643,9,565,0
644,9,265,0
645,9,499,0
646,9,558,0
647,9,266,0
648,9,213,0
649,9,264,0
650,9,699,0
651,9,500,0
652,9,502,0
653,9,406,0
654,9,498,0
655,9,332,0
656,9,358,0
657,9,823,0
658,9,720,0
659,9,707,0
660,9,661,0
661,9,674,0
662,9,765,0
663,9,957,0
664,10,11,0
665,10,260,0
666,10,339,0
667,10,36,0
668,10,535,0
669,10,325,0
670,10,327,0
671,10,25,0
672,10,173,0
673,10,728,0
674,10,13,0
675,10,324,0
676,10,434,0
677,10,21,0
678,10,69,0
679,10,340,0
680,10,143,0
681,10,777,0
682,10,366,0
683,10,96,0
684,10,405,0
685,10,64,0
686,10,306,0
687,10,256,0
688,10,82,0
689,10,508,0
690,10,326,0
691,10,121,0
692,10,329,0
693,10,134,0
694,10,20,0
695,10,86,0
696,10,105,0
697,10,282,0
698,11,324,0
699,11,11,0
700,11,209,0
701,11,406,0
702,11,159,0
703,11,362,0
704,11,10,0
705,11,161,0
706,11,608,0
707,11,359,0
708,11,621,0
709,11,20,0
710,11,421,0
711,11,141,0
712,11,270,0
713,11,233,0
714,11,720,0
715,11,666,0
716,11,265,0
717,11,525,0
718,11,555,0
719,11,360,0
720,11,213,0
721,11,529,0
722,11,573,0
723,11,21,0
724,11,466,0
725,11,64,0
726,11,754,0
727,11,7,0
728,11,566,0
729,11,91,0
730,11,92,0
731,11,133,0
732,11,211,0
733,11,293,0
734,11,498,0
735,11,266,0
736,11,8,0
737,11,247,0
738,11,530,0
739,11,502,0
740,11,441,0
741,11,22,0
742,11,90,0
743,11,240,0
744,11,434,0
745,11,129,0
746,11,504,0
747,11,12,0
748,11,611,0
749,11,430,0
750,11,400,0
751,11,452,0
752,11,327,0
753,11,44,0
754,11,106,0
755,11,518,0
756,11,128,0
757,11,661,0
758,11,358,0
759,11,506,0
760,11,496,0
761,11,804,0
762,11,956,0
763,11,700,0
764,11,699,0
765,11,602,0
766,11,420,0
767,11,183,0
768,11,300,0
769,11,365,0
770,12,13,0
771,12,14,0
772,12,19,0
773,12,293,0
774,12,265,0
775,12,12,0
776,12,141,0
777,12,565,0
778,12,161,0
779,12,510,0
780,12,573,0
781,12,267,0
782,12,569,0
783,12,681,0
784,12,674,0
785,12,466,0
786,12,7,0
787,12,365,0
788,12,44,0
789,12,8,0
790,12,160,0
791,12,441,0
792,12,739,0
793,12,264,0
794,12,570,0
795,12,86,0
796,12,358,0
797,12,62,0
798,12,707,0
799,12,247,0
800,12,666,0
801,12,498,0
802,12,11,0
803,12,560,0
804,12,856,0
805,12,430,0
806,12,82,0
807,12,121,0
808,12,661,0
809,12,700,0
810,12,266,0
811,12,183,0
812,12,823,0
813,12,420,0
814,12,362,0
815,12,213,0
816,12,452,0
817,12,957,0
818,12,996,0
819,12,638,0
820,13,126,0
821,13,13,0
822,13,238,0
823,13,27,0
824,13,209,0
825,13,301,0
826,13,36,0
827,13,10,0
828,13,446,0
829,13,35,0
830,13,25,0
831,13,303,0
832,13,95,0
833,13,129,0
834,13,506,0
835,13,535,0
836,13,90,0
837,13,118,0
838,13,2,0
839,13,352,0
840,13,550,0
841,13,179,0
842,13,624,0
843,13,420,0
844,13,286,0
845,13,444,0
846,13,65,0
847,13,306,0
848,13,418,0
849,13,128,0
850,13,165,0
851,13,329,0
852,13,23,0
853,13,214,0
854,13,340,0
855,13,21,0
856,13,443,0
857,13,576,0
858,13,171,0
859,13,266,0
860,13,461,0
861,13,137,0
862,13,130,0
863,13,337,0
864,13,278,0
865,13,590,0
866,13,481,0
867,13,135,0
868,13,113,0
869,13,812,0
870,13,290,0
871,13,305,0
872,13,336,0
873,13,38,0
874,13,281,0
875,13,581,0
876,13,476,0
877,13,409,0
878,13,30,0
879,13,280,0
880,13,326,0
881,13,478,0
882,13,199,0
883,13,78,0
884,13,94,0
885,13,327,0
886,13,679,0
887,13,33,0
888,13,497,0
889,13,197,0
890,13,318,0
891,13,771,0
892,13,285,0
893,13,272,0
894,13,190,0
895,13,164,0
896,13,273,0
897,13,489,0
898,13,156,0
899,13,514,0
900,13,339,0
901,13,242,0
902,13,343,0
903,13,322,0
904,13,184,0
905,13,356,0
906,13,207,0
907,13,579,0
908,13,83,0
909,13,98,0
910,13,211,0
911,13,515,0
912,13,210,0
913,13,32,0
914,13,26,0
915,13,325,0
916,13,56,0
917,13,263,0
918,13,349,0
919,13,421,0
920,13,108,0
921,13,47,0
922,13,4,0
923,13,413,0
924,13,698,0
925,13,440,0
926,13,63,0
927,13,767,0
928,13,145,0
929,13,39,0
930,13,685,0
931,13,458,0
932,13,79,0
933,13,483,0
934,13,667,0
935,13,333,0
936,13,730,0
937,13,170,0
938,13,526,0
939,13,19,0
940,13,53,0
941,13,342,0
942,13,69,0
943,13,146,0
944,13,147,0
945,13,785,0
946,13,655,0
947,13,450,0
948,13,840,0
949,13,423,0
950,13,93,0
951,13,361,0
952,13,588,0
953,13,304,0
954,13,809,0
955,13,661,0
956,13,191,0
957,13,375,0
958,13,172,0
959,13,15,0
960,13,51,0
961,13,552,0
962,13,748,0
963,13,183,0
964,13,40,0
965,13,346,0
966,13,351,0
967,13,114,0
968,13,484,0
969,13,255,0
970,13,96,0
971,13,445,0
972,13,390,0
973,13,350,0
974,13,509,0
975,13,371,0
976,13,168,0
977,13,236,0
978,13,520,0
979,13,271,0
980,13,820,0
981,13,980,0
982,13,239,0
983,13,357,0
984,13,949,0
985,13,177,0
986,13,29,0
987,13,167,0
988,13,244,0
989,13,302,0
990,13,900,0
991,13,297,0
992,14,12,0
993,14,290,0
994,14,280,0
995,14,430,0
996,14,103,0
997,14,380,0
998,14,389,0
999,14,537,0
1000,14,526,0
1001,14,61,0
1002,14,85,0
1003,14,53,0
1004,14,394,0
1005,14,221,0
1006,14,312,0
1007,14,18,0
1008,14,178,0
1009,14,403,0
1010,14,486,0
1011,14,390,0
1012,14,64,0
1013,14,181,0
1014,14,226,0
1015,14,129,0
1016,14,232,0
1017,14,14,0
1018,14,493,0
1019,14,289,0
1020,14,277,0
1021,14,203,0
1022,14,284,0
1023,14,47,0
1024,14,270,0
1025,14,196,0
1026,14,168,0
1027,14,167,0
1028,14,291,0
1029,14,231,0
1030,14,130,0
1031,14,292,0
1032,14,141,0
1033,14,79,0
1034,14,339,0
1035,14,434,0
1036,14,256,0
1037,14,133,0
1038,14,498,0
1039,14,523,0
1040,14,706,0
1041,14,206,0
1042,14,482,0
1043,14,515,0
1044,14,419,0
1045,14,465,0
1046,14,426,0
1047,14,51,0
1048,14,368,0
1049,14,93,0
1050,14,450,0
1051,14,86,0
1052,14,205,0
1053,14,172,0
1054,14,593,0
1055,14,776,0
1056,14,65,0
1057,14,918,0
1058,14,797,0
1059,14,440,0
1060,14,562,0
1061,14,556,0
1062,14,922,0
1063,14,283,0
1064,14,128,0
1065,15,16,0
1066,15,139,0
1067,15,62,0
1068,15,303,0
1069,15,269,0
1070,15,335,0
1071,15,274,0
1072,15,334,0
1073,15,448,0
1074,15,140,0
1075,15,592,0
1076,15,46,0
1077,15,216,0
1078,15,162,0
1079,15,164,0
1080,15,760,0
1081,15,15,0
1082,15,128,0
1083,15,45,0
1084,15,183,0
1085,15,272,0
1086,15,362,0
1087,15,285,0
1088,15,429,0
1089,15,820,0
1090,15,420,0
1091,15,353,0
1092,15,461,0
1093,15,446,0
1094,15,428,0
1095,15,447,0
1096,15,174,0
1097,15,322,0
1098,15,82,0
1099,15,404,0
1100,15,933,0
1101,15,160,0
1102,16,424,0
1103,16,106,0
1104,16,495,0
1105,16,128,0
1106,16,63,0
1107,16,132,0
1108,16,174,0
1109,16,255,0
1110,16,282,0
1111,16,44,0
1112,16,518,0
1113,16,80,0
1114,16,434,0
1115,16,290,0
1116,16,355,0
1117,16,105,0
1118,16,210,0
1119,16,405,0
1120,16,283,0
1121,16,489,0
1122,16,81,0
1123,16,367,0
1124,16,68,0
1125,16,170,0
1126,16,183,0
1127,16,280,0
1128,16,337,0
1129,16,828,0
1130,16,221,0
1131,16,771,0
1132,16,107,0
1133,16,362,0
1134,16,157,0
1135,16,308,0
1136,16,164,0
1137,16,64,0
1138,16,642,0
1139,16,209,0
1140,16,269,0
1141,16,222,0
1142,16,281,0
1143,16,304,0
1144,16,311,0
1145,16,115,0
1146,16,121,0
1147,16,338,0
1148,16,448,0
1149,17,18,0
1150,17,120,0
1151,17,218,0
1152,17,307,0
1153,17,308,0
1154,17,1,0
1155,17,177,0
1156,17,74,0
1157,17,309,0
1158,17,215,0
1159,17,248,0
1160,17,220,0
1161,17,310,0
1162,17,85,0
1163,17,311,0
1164,17,221,0
1165,17,312,0
1166,17,222,0
1167,17,313,0
1168,17,223,0
1169,17,0,0
1170,17,224,0
1171,17,314,0
1172,17,225,0
1173,17,315,0
1174,17,226,0
1175,17,73,0
1176,17,316,0
1177,17,317,0
1178,17,228,0
1179,17,42,0
1180,17,87,0
1181,17,393,0
1182,17,62,0
1183,17,121,0
1184,17,654,0
1185,17,107,0
1186,17,155,0
1187,17,82,0
1188,17,615,0
1189,17,160,0
1190,17,154,0
1191,17,282,0
1192,17,434,0
1193,17,142,0
1194,17,249,0
1195,17,105,0
1196,17,297,0
1197,17,17,0
1198,17,166,0
1199,17,255,0
1200,17,467,0
1201,17,386,0
1202,17,494,0
1203,17,295,0
1204,17,533,0
1205,17,253,0
1206,17,546,0
1207,17,405,0
1208,17,189,0
1209,17,283,0
1210,17,612,0
1211,17,162,0
1212,17,495,0
1213,17,340,0
1214,17,363,0
1215,17,643,0
1216,17,366,0
1217,17,378,0
1218,17,106,0
1219,17,212,0
1220,17,83,0
1221,17,86,0
1222,17,726,0
1223,17,459,0
1224,17,671,0
1225,17,21,0
1226,17,341,0
1227,17,252,0
1228,17,441,0
1229,17,233,0
1230,17,163,0
1231,17,269,0
1232,17,23,0
1233,17,404,0
1234,17,493,0
1235,17,532,0
1236,17,427,0
1237,17,474,0
1238,17,180,0
1239,17,41,0
1240,17,153,0
1241,17,115,0
1242,17,173,0
1243,17,147,0
1244,17,424,0
1245,17,431,0
1246,17,872,0
1247,17,422,0
1248,17,146,0
1249,17,473,0
1250,17,219,0
1251,17,950,0
1252,17,518,0
1253,17,696,0
1254,17,932,0
1255,18,133,0
1256,18,62,0
1257,18,223,0
1258,18,103,0
1259,18,295,0
1260,18,17,0
1261,18,160,0
1262,18,221,0
1263,18,218,0
1264,18,167,0
1265,18,0,0
1266,18,86,0
1267,18,797,0
1268,18,366,0
1269,18,420,0
1270,18,222,0
1271,18,85,0
1272,18,317,0
1273,18,696,0
1274,18,376,0
1275,18,225,0
1276,18,115,0
1277,18,280,0
1278,18,177,0
1279,18,18,0
1280,18,74,0
1281,18,166,0
1282,18,533,0
1283,18,121,0
1284,18,104,0
1285,18,424,0
1286,18,232,0
1287,18,310,0
1288,18,419,0
1289,18,852,0
1290,18,182,0
1291,18,301,0
1292,18,215,0
1293,18,219,0
1294,18,107,0
1295,18,120,0
1296,18,365,0
1297,19,62,0
1298,19,12,0
1299,19,267,0
1300,19,161,0
1301,19,265,0
1302,19,362,0
1303,19,7,0
1304,19,473,0
1305,19,513,0
1306,19,441,0
1307,19,183,0
1308,19,19,0
1309,19,570,0
1310,19,666,0
1311,19,661,0
1312,19,506,0
1313,19,293,0
1314,19,44,0
1315,19,550,0
1316,19,331,0
1317,19,510,0
1318,19,555,0
1319,19,504,0
1320,19,754,0
1321,19,707,0
1322,19,142,0
1323,19,674,0
1324,19,430,0
1325,19,366,0
1326,19,107,0
1327,19,141,0
1328,19,499,0
1329,19,700,0
1330,19,264,0
1331,19,459,0
1332,19,856,0
1333,19,533,0
1334,19,365,0
1335,19,49,0
1336,19,573,0
1337,19,249,0
1338,19,569,0
1339,19,83,0
1340,19,160,0
1341,19,823,0
1342,19,549,0
1343,19,421,0
1344,19,434,0
1345,19,360,0
1346,19,452,0
1347,19,957,0
1348,19,42,0
1349,19,184,0
1350,19,11,0
1351,19,525,0
1352,19,268,0
1353,19,121,0
1354,19,420,0
1355,20,21,0
1356,20,22,0
1357,20,86,0
1358,20,230,0
1359,20,495,0
1360,20,106,0
1361,20,188,0
1362,20,173,0
1363,20,62,0
1364,20,92,0
1365,20,11,0
1366,20,68,0
1367,20,728,0
1368,20,259,0
1369,20,459,0
1370,20,72,0
1371,20,400,0
1372,20,20,0
1373,20,137,0
1374,20,520,0
1375,20,409,0
1376,20,127,0
1377,20,74,0
1378,20,81,0
1379,20,287,0
1380,20,82,0
1381,20,160,0
1382,20,327,0
1383,20,80,0
1384,20,715,0
1385,20,536,0
1386,20,187,0
1387,20,480,0
1388,20,223,0
1389,20,83,0
1390,20,222,0
1391,20,142,0
1392,20,96,0
1393,20,166,0
1394,20,885,0
1395,20,887,0
1396,20,215,0
1397,20,326,0
1398,20,424,0
1399,20,366,0
1400,20,282,0
1401,20,28,0
1402,20,301,0
1403,20,932,0
1404,20,260,0
1405,20,10,0
1406,20,42,0
1407,20,329,0
1408,20,271,0
1409,21,72,0
1410,21,22,0
1411,21,173,0
1412,21,325,0
1413,21,10,0
1414,21,20,0
1415,21,306,0
1416,21,326,0
1417,21,327,0
1418,21,230,0
1419,21,68,0
1420,21,212,0
1421,21,74,0
1422,21,520,0
1423,21,363,0
1424,21,92,0
1425,21,106,0
1426,21,105,0
1427,21,495,0
1428,21,364,0
1429,21,96,0
1430,21,127,0
1431,21,624,0
1432,21,308,0
1433,21,695,0
1434,21,107,0
1435,21,62,0
1436,21,121,0
1437,21,489,0
1438,21,728,0
1439,21,82,0
1440,21,42,0
1441,21,29,0
1442,21,81,0
1443,21,13,0
1444,21,137,0
1445,21,283,0
1446,21,420,0
1447,21,367,0
1448,21,214,0
1449,21,686,0
1450,21,715,0
1451,21,329,0
1452,21,28,0
1453,21,114,0
1454,21,169,0
1455,21,642,0
1456,21,44,0
1457,21,278,0
1458,21,314,0
1459,21,1,0
1460,21,129,0
1461,21,128,0
1462,21,254,0
1463,21,434,0
1464,21,787,0
1465,21,5,0
1466,21,11,0
1467,21,64,0
1468,21,405,0
1469,21,46,0
1470,21,303,0
1471,21,462,0
1472,21,21,0
1473,21,41,0
1474,21,183,0
1475,21,400,0
1476,21,518,0
1477,21,548,0
1478,21,467,0
1479,21,187,0
1480,21,249,0
1481,21,550,0
1482,21,160,0
1483,21,80,0
1484,21,671,0
1485,21,371,0
1486,21,647,0
1487,21,260,0
1488,21,259,0
1489,21,253,0
1490,21,357,0
1491,21,36,0
1492,21,459,0
1493,21,480,0
1494,21,820,0
1495,21,17,0
1496,21,221,0
1497,21,272,0
1498,21,274,0
1499,21,87,0
1500,21,537,0
1501,21,280,0
1502,21,256,0
1503,21,83,0
1504,21,533,0
1505,21,174,0
1506,21,6,0
1507,21,86,0
1508,21,145,0
1509,21,282,0
1510,21,188,0
1511,21,690,0
1512,21,222,0
1513,21,615,0
1514,21,424,0
1515,21,287,0
1516,21,409,0
1517,21,146,0
1518,21,189,0
1519,21,551,0
1520,21,777,0
1521,21,355,0
1522,21,296,0
1523,21,210,0
1524,21,166,0
1525,21,115,0
1526,21,375,0
1527,21,896,0
1528,21,211,0
1529,21,966,0
1530,21,581,0
1531,21,118,0
1532,21,365,0
1533,21,513,0
1534,21,184,0
1535,21,333,0
1536,21,152,0
1537,21,301,0
1538,22,21,0
1539,22,20,0
1540,22,92,0
1541,22,35,0
1542,22,258,0
1543,22,22,0
1544,22,137,0
1545,22,173,0
1546,22,520,0
1547,22,127,0
1548,22,686,0
1549,22,11,0
1550,22,301,0
1551,22,155,0
1552,23,24,0
1553,23,25,0
1554,23,26,0
1555,23,27,0
1556,23,28,0
1557,23,29,0
1558,23,30,0
1559,23,31,0
1560,23,32,0
1561,23,33,0
1562,23,34,0
1563,23,35,0
1564,23,36,0
1565,23,37,0
1566,23,38,0
1567,23,39,0
1568,23,40,0
1569,23,115,0
1570,23,434,0
1571,23,62,0
1572,23,460,0
1573,23,590,0
1574,23,251,0
1575,23,588,0
1576,23,417,0
1577,23,13,0
1578,23,785,0
1579,23,438,0
1580,23,165,0
1581,23,23,0
1582,23,87,0
1583,23,301,0
1584,23,160,0
1585,23,166,0
1586,23,116,0
1587,23,170,0
1588,23,427,0
1589,23,215,0
1590,23,333,0
1591,23,107,0
1592,23,464,0
1593,23,128,0
1594,23,220,0
1595,23,367,0
1596,23,96,0
1597,23,494,0
1598,23,121,0
1599,23,480,0
1600,23,212,0
1601,23,261,0
1602,23,229,0
1603,23,82,0
1604,23,172,0
1605,23,820,0
1606,23,422,0
1607,23,135,0
1608,23,953,0
1609,23,964,0
1610,23,171,0
1611,23,950,0
1612,23,151,0
1613,23,337,0
1614,23,932,0
1615,23,421,0
1616,24,96,0
1617,24,35,0
1618,24,40,0
1619,24,27,0
1620,24,23,0
1621,24,494,0
1622,24,64,0
1623,24,654,0
1624,24,261,0
1625,24,29,0
1626,24,30,0
1627,24,609,0
1628,24,28,0
1629,24,24,0
1630,24,37,0
1631,24,31,0
1632,24,440,0
1633,24,25,0
1634,24,26,0
1635,24,32,0
1636,24,33,0
1637,24,34,0
1638,24,590,0
1639,24,36,0
1640,24,38,0
1641,24,39,0
1642,24,588,0
1643,24,545,0
1644,24,114,0
1645,24,169,0
1646,24,151,0
1647,24,964,0
1648,24,367,0
1649,24,988,0
1650,24,953,0
1651,24,997,0
1652,24,411,0
1653,25,438,0
1654,25,23,0
1655,25,654,0
1656,25,36,0
1657,25,10,0
1658,25,38,0
1659,25,40,0
1660,25,34,0
1661,25,26,0
1662,25,473,0
1663,25,30,0
